result,nation,venue,venueCountry,date,name,yearOfBirth,sex,discipline,type,environment
16:43.8,MLT,Marsa,MLT,1995-04-08,Carol Walsh,1962.0,Female,5000,NR,Outdoor
16:25.91,MNE,Reykjavik,ISL,2011-06-19,Sladjana Perunović,1984.0,Female,5000,NR,Outdoor
16:58.22,MOZ,Maia,POR,2003-12-07,Leonora Piuza,1978.0,Female,5000,NR,Outdoor
16:52.76,MRI,Albi,FRA,2021-05-22,Paule-Marie Perrier,,Female,5000,NR,Outdoor
16:06.01,MYA,Nay Pyi Taw,MYA,2013-12-17,Phyu War Thet,1985.0,Female,5000,NR,Outdoor
15:14.23,NAM,Wuhan,CHN,2019-10-24,Helaria Johannes,1980.0,Female,5000,NR,Outdoor
18:01.70,NCA,Managua,NCA,2009-08-30,Aldy Villalobos,1987.0,Female,5000,NR,Outdoor
14:13.42,NED,London,GBR,2023-07-23,Sifan Hassan,1993.0,Female,5000,NR,Outdoor
16:49.98,NEP,Guangzhou,CHN,2010-11-26,Kanchhi Maya Koju,1981.0,Female,5000,NR,Outdoor
25:35.0,NFI,Middlegate,USA,1992-07-11,Virginia Christian-Bailey,,Female,5000,NR,Outdoor
15:47.6,NGR,Portland OR,USA,2016-06-23,Aminat Olowora,1994.0,Female,5000,NR,Outdoor
18:15.70,NIG,Cotonou,BEN,1995-05-20,Rachida Mamane,,Female,5000,NR,Outdoor
18:08.69,NMI,Honiara,SOL,2023-11-27,Tania Tan,,Female,5000,NR,Outdoor
14:31.07,NOR,Oslo,NOR,2022-06-16,Karoline Bjerkeli Grøvdal,1990.0,Female,5000,NR,Outdoor
19:03.10,PAK,San Francisco CA,USA,2017-02-25,Myra Nur Lakdawala,,Female,5000,NR,Outdoor
16:24.75,PAN,Philadelphia PA,USA,2014-04-24,Rolanda Bell,1987.0,Female,5000,NR,Outdoor
16:13.28,PAR,São Paulo,BRA,2014-08-03,Carmen Patricia Martínez,1982.0,Female,5000,NR,Outdoor
15:30.63,PER,Trujillo2,PER,2013-11-28,Inés Melchor,1986.0,Female,5000,NR,Outdoor
16:40.81,PHI,Hanoi,VIE,2003-12-10,Mercedita Manipol,1980.0,Female,5000,NR,Outdoor
16:18.34,PLE,Berlin,GER,2017-04-29,Mayada Al-Sayad,1992.0,Female,5000,NR,Outdoor
18:21.79,PLW,Boston MA,USA,2015-04-04,Christina Wicker,1996.0,Female,5000,NR,Outdoor
18:18.1,PNG,Lae,PNG,1995-06-30,Rosemary Turare,1964.0,Female,5000,NR,Outdoor
15:04.88,POL,Berlin,GER,2002-09-06,Lidia Chojecka,1977.0,Female,5000,NR,Outdoor
14:36.45,POR,Hechtel,BEL,1995-07-22,Fernanda Ribeiro,1969.0,Female,5000,NR,Outdoor
15:37.50,PRK,Pyongyang,PRK,2002-04-30,Ham Bong-Sil,,Female,5000,NR,Outdoor
15:46.65,PUR,Stanford CA,USA,2014-04-04,Beverly Ramos,1987.0,Female,5000,NR,Outdoor
14:31.48,ROU,Berlin,GER,1998-09-01,Gabriela Szabo,1975.0,Female,5000,NR,Outdoor
14:44.05,RSA,Hechtel,BEL,1995-07-22,Elana Meyer,1966.0,Female,5000,NR,Outdoor
14:23.75,RUS,Kazan,RUS,2008-07-19,Liliya Shobukhova,1977.0,Female,5000,NR,Outdoor
15:34.91,RWA,Nijmegen,NED,2017-06-02,Salomé Nyirarukundo,1997.0,Female,5000,NR,Outdoor
19:42.0,SAM,Auckland,NZL,1983-02-15,Mele Steiner,,Female,5000,NR,Outdoor
17:38.47,SEN,Dakar,SEN,2019-07-21,Adama Barry Ba,,Female,5000,NR,Outdoor
18:17.7,SEY,Victoria,CAN,2007-04-14,Phylis Labonne,,Female,5000,NR,Outdoor
17:35.30,SGP,Singapore,SGP,1997-03-02,Yvonne Danson Tan,,Female,5000,NR,Outdoor
17:19.90,SLE,Freetown,SLE,2012-12-26,Mammie Konnen-Lahun,1989.0,Female,5000,NR,Outdoor
15:01.37,SLO,Montesson,FRA,2023-06-10,Klara Lukan,2000.0,Female,5000,NR,Outdoor
18:38.17,SMR,San Marino,SMR,2004-06-12,Monica Randi,1967.0,Female,5000,NR,Outdoor
18:01.62,SOL,Río de Janeiro,BRA,2016-08-16,Sharon Firisua,1993.0,Female,5000,NR,Outdoor
15:11.25,SRB,Sydney,AUS,2000-09-22,Olivera Jevtić,1977.0,Female,5000,NR,Outdoor
15:55.84,SRI,Colombo,SRI,2021-10-31,Gayanthika Thushari Artigala,1986.0,Female,5000,NR,Outdoor
15:33.85,SSD,Decines Charpieu,FRA,2023-07-08,Anjelina Nadai Lohalith,1995.0,Female,5000,NR,Outdoor
17:25.99,STP,Beijing,CHN,2008-08-19,Celmas Soares Bonfim,1977.0,Female,5000,NR,Outdoor
16:01.25,SUD,Alger,ALG,2004-06-24,Hind Roko Musa,1986.0,Female,5000,NR,Outdoor
14:59.28,SUI,Roma,ITA,1996-06-05,Anita Weyermann,1977.0,Female,5000,NR,Outdoor
19:01.53,SUR,Río de Janeiro,BRA,2011-07-22,Ilsida Toemere,1991.0,Female,5000,NR,Outdoor
15:43.67,SVK,Grudziadz,POL,1988-06-21,Alena Mocáriová,1964.0,Female,5000,NR,Outdoor
14:49.95,SWE,Rabat,MAR,2016-05-22,Meraf Bahta,1989.0,Female,5000,NR,Outdoor
17:30.04,SWZ,Sydney,AUS,2000-09-22,Priscilla Mamba,1972.0,Female,5000,NR,Outdoor
17:03.6,SYR,Damascus,SYR,2000-08-16,Zeinab Bakour,,Female,5000,NR,Outdoor
14:43.87,TAN,Helsinki,FIN,2005-08-13,Zakya Mrisho Mohamed,1984.0,Female,5000,NR,Outdoor
19:34.12,TGA,Townsville,AUS,1996-11-30,Vasa Tulahe,1973.0,Female,5000,NR,Outdoor
17:09.59,THA,Hanoi,VIE,2003-12-10,Pacharee Chaitongsri,1984.0,Female,5000,NR,Outdoor
17:47.55,TJK,Almaty,KAZ,2017-06-25,Mekhrangez Nazarova,1997.0,Female,5000,NR,Outdoor
16:59.1,TKM,Ashgabat,TKM,1998-04-25,Anna Markelova,,Female,5000,NR,Outdoor
17:08.87,TLS,Jakarta,INA,1989-10-24,Agueda Fatima Amaral,1972.0,Female,5000,NR,Outdoor
16:59.9,TOG,Konya,TUR,2022-08-11,Thérèse Maheza Anaming,1992.0,Female,5000,NR,Outdoor
16:10.20,TPE,Yokohama,JPN,2019-06-02,Hsieh Chien-Ho,1987.0,Female,5000,NR,Outdoor
16:19.17,TTO,Wichita KS,USA,2011-04-16,Tonya Nero,1988.0,Female,5000,NR,Outdoor
15:59.98,TUN,Radès,TUN,2003-07-12,Soulef Bouguerra,1977.0,Female,5000,NR,Outdoor
14:24.68,TUR,Bergen,NOR,2004-06-11,Elvan Abeylegesse,1982.0,Female,5000,NR,Outdoor
15:00.45,UAE,Baku,AZE,2017-05-18,Alia Mohamed Saeed,1991.0,Female,5000,NR,Outdoor
14:40.88,UGA,Stockholm/S,SWE,2023-07-02,Sarah Chelangat,2001.0,Female,5000,NR,Outdoor
14:59.26,UKR,Moskva,RUS,2004-06-12,Nataliya Berkut,1975.0,Female,5000,NR,Outdoor
16:46.65,URU,Montevideo,URU,2004-04-18,Elena Guerra,1976.0,Female,5000,NR,Outdoor
14:19.45,USA,London,GBR,2023-07-23,Alicia Monson,1998.0,Female,5000,NR,Outdoor
15:05.50,UZB,Moskva,URS,1986-07-08,Svetlana Ulmasova,1953.0,Female,5000,NR,Outdoor
20:26.9,VAN,Lenakel,VAN,2003-11-08,Serah Kausir,,Female,5000,NR,Outdoor
14:47.76,VEN,Walnut CA,USA,2023-05-06,Joselyn Daniely Brea,1994.0,Female,5000,NR,Outdoor
15:53.48,VIE,Hanoi,VIE,2021-12-10,Nguyen Thi Oanh II,1995.0,Female,5000,NR,Outdoor
20:22.02,YEM,Sharjah,UAE,2014-02-04,Malayeen Al-Shabbi,,Female,5000,NR,Outdoor
15:47.58,ZAM,Stanford CA,USA,2005-05-01,Miriam Kaumba,1983.0,Female,5000,NR,Outdoor
15:40.43,ZIM,Adelaide,AUS,2000-03-08,Samukeliso Moyo,1974.0,Female,5000,NR,Outdoor
15:15.79,AUS,Boston MA,USA,2024-01-27,Lauren Ryan,1998.0,Female,5000,NR,Indoor
15:43.88,AUT,Stockholm/G,SWE,2015-02-19,Jennifer Wenth,1991.0,Female,5000,NR,Indoor
16:02.96,BDI,Minneapolis MN,USA,2008-03-02,Diane Nukuri,1984.0,Female,5000,NR,Indoor
16:21.31,BEL,Gent,BEL,1998-02-08,Véronique Collard,1963.0,Female,5000,NR,Indoor
15:48.17,BLR,Minsk,BLR,1995-02-02,Helena Mazkova,1967.0,Female,5000,NR,Indoor
14:31.38,CAN,Boston MA,USA,2022-02-11,Gabriela DeBues-Stafford,1995.0,Female,5000,NR,Indoor
16:24.01,CZE,Fayetteville AR,USA,2005-02-12,Barbora Kuncová,1982.0,Female,5000,NR,Indoor
15:51.98,ECU,Boston MA,USA,2023-12-02,Carmen Alder,2003.0,Female,5000,NR,Indoor
14:46.37,ESP,Boston MA,USA,2024-01-27,Marta García,1998.0,Female,5000,NR,Indoor
14:18.86,ETH,Stockholm/G,SWE,2015-02-19,Genzebe Dibaba,1991.0,Female,5000,NR,Indoor
16:16.13,FIN,Indianapolis IN,USA,1999-02-06,Minna Rasimus,1975.0,Female,5000,NR,Indoor
14:49.12,GBR,Glasgow,GBR,2017-01-04,Laura Muir,1993.0,Female,5000,NR,Indoor
14:30.79,GER,Boston MA,USA,2020-02-27,Konstanze Klosterhalfen,1997.0,Female,5000,NR,Indoor
15:54.09,GRE,Boston MA,USA,2024-02-09,Dafni-Eftychia-Tereza Lavasa,2001.0,Female,5000,NR,Indoor
18:55.35,GUM,Reno NV,USA,2001-02-23,Debbie Cardenas,1980.0,Female,5000,NR,Indoor
15:55.65,HUN,Boston MA,USA,2021-12-04,Anna Pataki,1997.0,Female,5000,NR,Indoor
15:17.28,IRL,Boston MA,USA,1991-01-26,Sonia O'Sullivan,1969.0,Female,5000,NR,Indoor
16:46.18,ISL,Hafnarfjörður,ISL,2023-03-25,Andrea Kolbeinsdóttir,1999.0,Female,5000,NR,Indoor
15:27.20,ISR,Boston MA,USA,2024-01-27,Adva Cohen,1996.0,Female,5000,NR,Indoor
16:27.69,ITA,Boston MA,USA,2014-03-08,Silvia Del Fava,1987.0,Female,5000,NR,Indoor
14:51.69,KEN,Dortmund,GER,1999-02-13,Tegla Loroupe,1973.0,Female,5000,NR,Indoor
15:11.15,MAR,Stuttgart,GER,2004-01-31,Zahra Ouaziz,1969.0,Female,5000,NR,Indoor
16:20.41,MEX,Indianapolis IN,USA,2002-02-09,Zoila Gómez,1979.0,Female,5000,NR,Indoor
16:08.41,NED,Sheffield,GBR,2022-01-09,Jip Vastenburg,1994.0,Female,5000,NR,Indoor
16:00.99,NOR,Boston MA,USA,2021-12-04,Andrea Modin Engesæth,2001.0,Female,5000,NR,Indoor
14:39.89,NZL,New York NY,USA,2009-02-27,Kim Smith,1981.0,Female,5000,NR,Indoor
15:34.74,POL,Boston MA,USA,2023-12-02,Alicja Konieczek,1994.0,Female,5000,NR,Indoor
15:06.52,POR,Moskva,RUS,1996-02-07,Fernanda Ribeiro,1969.0,Female,5000,NR,Indoor
14:47.35,ROU,Dortmund,GER,1999-02-13,Gabriela Szabo,1975.0,Female,5000,NR,Indoor
16:13.44,RSA,Fayetteville AR,USA,2014-01-31,Dominique Scott Efurd,1992.0,Female,5000,NR,Indoor
15:10.63,RUS,Dortmund,GER,2000-01-30,Olga Yegorova,1972.0,Female,5000,NR,Indoor
16:25.53,SRB,New York NY,USA,2012-02-18,Bogdana Mimić,1989.0,Female,5000,NR,Indoor
16:42.53,SUI,Lincoln NE,USA,2014-02-07,Martina Tresch,1989.0,Female,5000,NR,Indoor
16:52.6,SVK,Bratislava,TCH,1984-02-22,Silvia Pajanová,1963.0,Female,5000,NR,Indoor
15:06.49,SWE,Stockholm/G,SWE,1996-02-25,Sara Wedlund,1975.0,Female,5000,NR,Indoor
15:04.73,TAN,Dortmund,GER,2003-02-05,Restituta Joseph,1971.0,Female,5000,NR,Indoor
15:27.99,TUR,Dortmund,GER,2001-02-11,Oksana Belyakova,1975.0,Female,5000,NR,Indoor
15:40.03,UGA,Stuttgart,GER,2004-01-31,Dorcus Inzikuru,1982.0,Female,5000,NR,Indoor
15:51.24,UKR,Chelyabinsk,URS,1990-02-03,Tetyana Pozdnyakova,1956.0,Female,5000,NR,Indoor
14:33.17,USA,Boston MA,USA,2022-02-11,Elise Cranny,1996.0,Female,5000,NR,Indoor
16:24.19,ZAM,Fayetteville AR,USA,2005-02-12,Miriam Kaumba,1983.0,Female,5000,NR,Indoor
16:20.21,ZIM,Fayetteville AR,USA,2005-03-11,Faithy Kamangila,,Female,5000,NR,Indoor
